,srch_id,month,daypart,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd
15,1,4,Morning,187,NA,NA,219,85728,2,3.0,1,2.0,0.0,4.5,31,101.0,0,23246,1,0,4,0,1,1,,NA,1,,,,0.0,0.0,,0.0,0.0,8.0,,,,1.0,-1.0,14.0,,,,,,,0.0,0.0,,0,
16,1,4,Morning,187,NA,NA,219,88096,4,4.0,1,3.0,0.0,5.0,23,153.0,1,23246,1,0,4,0,1,1,,NA,1,,,,0.0,0.0,5.0,0.0,0.0,5.0,,,,1.0,0.0,5.0,,,,,,,0.0,0.0,15.0,0,
17,1,4,Morning,187,NA,NA,219,88127,3,3.0,1,1.5,0.0,5.0,36,138.0,0,23246,1,0,4,0,1,1,,NA,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,
18,1,4,Morning,187,NA,NA,219,88218,4,3.5,1,3.0,0.0,5.0,8,115.0,0,23246,1,0,4,0,1,1,,NA,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,-1.0,,,,,,,,0.0,0.0,,0,
19,1,4,Morning,187,NA,NA,219,89073,4,4.0,1,2.0,0.0,5.5,6,191.0,0,23246,1,0,4,0,1,1,,NA,1,,,,,,,0.0,0.0,5.0,,,,0.0,0.0,,,,,,,,0.0,0.0,5.0,0,
20,1,4,Morning,187,NA,NA,219,95166,3,4.0,1,2.5,0.0,4.5,28,123.0,0,23246,1,0,4,0,1,1,,NA,1,,,,0.0,0.0,12.0,0.0,0.0,6.0,,,,,,,,,,,,,0.0,0.0,,0,
21,1,4,Morning,187,NA,NA,219,95307,4,3.5,1,2.5,0.0,5.0,1,140.0,0,23246,1,0,4,0,1,1,,NA,1,,,,,,,0.0,0.0,29.0,,,,,1.0,,,,,,,,-1.0,0.0,27.0,0,
22,1,4,Morning,187,NA,NA,219,97247,2,3.5,1,3.0,0.0,4.5,32,115.0,0,23246,1,0,4,0,1,1,,NA,1,,,,0.0,0.0,,0.0,0.0,5.0,,,,1.0,1.0,9.0,,,,,,,-1.0,0.0,5.0,0,
23,1,4,Morning,187,NA,NA,219,107872,2,3.5,1,2.5,0.0,4.5,12,128.0,0,23246,1,0,4,0,1,1,,NA,1,,,,0.0,0.0,23.0,0.0,0.0,10.0,,,,1.0,-1.0,3.0,,,,,,,0.0,0.0,14.0,0,
24,1,4,Morning,187,NA,NA,219,111000,3,4.5,1,2.0,0.0,5.0,24,181.0,0,23246,1,0,4,0,1,1,,NA,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
25,1,4,Morning,187,NA,NA,219,111106,3,2.5,1,0.5,0.0,4.5,37,120.0,0,23246,1,0,4,0,1,1,,NA,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,
26,1,4,Morning,187,NA,NA,219,114766,2,3.5,1,1.5,0.0,4.5,33,105.0,0,23246,1,0,4,0,1,1,,NA,1,,,,,,,,,,,,,,-1.0,,,,,,,,,,,0,
27,1,4,Morning,187,NA,NA,219,122844,3,4.5,1,2.5,0.0,5.5,29,190.0,0,23246,1,0,4,0,1,1,,NA,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
28,4,12,Morning,219,NA,NA,219,3625,4,4.0,0,3.0,0.5,6.0,21,295.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
29,4,12,Morning,219,NA,NA,219,11622,4,4.0,0,2.5,NA,5.5,36,299.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
30,4,12,Morning,219,NA,NA,219,11826,5,4.5,1,3.0,0.0,6.0,22,373.0,1,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
31,4,12,Morning,219,NA,NA,219,22824,3,4.0,0,3.5,0.5,5.5,4,329.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
32,4,12,Morning,219,NA,NA,219,37581,5,4.5,0,3.0,0.5,6.0,26,600.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
33,4,12,Morning,219,NA,NA,219,39993,4,4.0,1,3.0,0.0,5.5,3,365.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
34,4,12,Morning,219,NA,NA,219,46162,4,4.5,0,3.5,0.5,5.5,24,331.0,1,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
35,4,12,Morning,219,NA,NA,219,49152,4,4.5,1,3.0,0.0,6.0,9,329.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
36,4,12,Morning,219,NA,NA,219,56063,4,4.5,0,3.5,0.5,6.0,18,259.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
37,4,12,Morning,219,NA,NA,219,56472,4,4.5,1,1.0,0.0,5.5,10,335.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
38,4,12,Morning,219,NA,NA,219,58696,0,4.5,0,1.5,0.0,5.5,29,219.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
39,4,12,Morning,219,NA,NA,219,64344,4,3.0,1,2.0,NA,6.0,31,267.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
40,4,12,Morning,219,NA,NA,219,65984,2,3.5,0,3.0,0.0,5.0,25,194.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
41,4,12,Morning,219,NA,NA,219,71258,1,2.0,0,0.5,0.0,4.5,19,70.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
42,4,12,Morning,219,NA,NA,219,75491,2,3.5,0,3.0,0.5,5.5,8,189.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
43,4,12,Morning,219,NA,NA,219,81172,0,4.0,0,0.5,NA,5.5,33,289.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
44,4,12,Morning,219,NA,NA,219,83045,3,3.5,0,3.5,0.5,5.5,2,219.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
45,4,12,Morning,219,NA,NA,219,83430,4,4.5,0,3.0,0.0,6.0,27,405.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
46,4,12,Morning,219,NA,NA,219,83806,4,4.0,1,3.0,0.5,6.0,6,330.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
47,4,12,Morning,219,NA,NA,219,85567,2,4.0,1,0.5,0.0,5.0,7,135.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
48,4,12,Morning,219,NA,NA,219,85742,3,4.0,0,1.0,NA,5.5,30,169.0,1,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
49,4,12,Morning,219,NA,NA,219,89119,4,4.5,1,3.0,0.5,5.5,14,255.0,1,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
50,4,12,Morning,219,NA,NA,219,97099,4,4.0,1,3.0,0.5,6.0,13,408.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
51,4,12,Morning,219,NA,NA,219,109185,4,4.5,1,3.0,0.5,6.0,20,323.0,1,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
52,4,12,Morning,219,NA,NA,219,110813,2,4.0,0,2.5,NA,5.0,32,139.0,1,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
53,4,12,Morning,219,NA,NA,219,116696,2,4.0,0,2.5,NA,5.0,35,139.0,0,12588,2,7,1,0,1,1,,2,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
54,4,12,Morning,219,NA,NA,219,125069,3,4.0,1,1.5,0.0,5.5,1,159.0,1,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
55,4,12,Morning,219,NA,NA,219,127808,2,2.5,0,3.0,0.0,5.0,15,79.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
56,4,12,Morning,219,NA,NA,219,129278,3,3.5,0,2.0,NA,5.0,34,160.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
57,4,12,Morning,219,NA,NA,219,134162,5,4.5,0,3.0,0.5,6.0,12,525.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
58,4,12,Morning,219,NA,NA,219,137826,2,3.0,0,3.5,0.5,5.0,28,181.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
59,4,12,Morning,219,NA,NA,219,139893,2,3.0,1,1.5,0.0,5.0,16,129.0,0,12588,2,7,1,0,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
60,6,6,Morning,100,NA,NA,100,10759,0,2.0,0,2.0,NA,NA,4,98.0,0,21106,1,1,2,0,1,0,,7,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,
61,6,6,Morning,100,NA,NA,100,22135,0,5.0,0,2.0,NA,NA,6,115.0,0,21106,1,1,2,0,1,0,,7,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,
62,6,6,Morning,100,NA,NA,100,52376,2,0.0,1,2.0,NA,NA,2,86.0,0,21106,1,1,2,0,1,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,0,
63,6,6,Morning,100,NA,NA,100,104251,3,4.0,1,2.0,NA,NA,1,145.0,0,21106,1,1,2,0,1,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,1,162.38
64,6,6,Morning,100,NA,NA,100,118866,2,4.5,1,2.0,NA,NA,3,184.0,0,21106,1,1,2,0,1,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,0,
65,8,3,Afternoon,219,NA,NA,219,10250,3,3.5,1,1.5,0.0,4.5,15,82.0,0,7082,1,0,1,0,1,0,,0,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,
66,8,3,Afternoon,219,NA,NA,219,13252,4,4.5,1,0.0,NA,5.5,19,160.0,1,7082,1,0,1,0,1,0,,0,0,,,,,,,0.0,0.0,,,,,1.0,0.0,42.0,,,,,,,1.0,0.0,43.0,0,
67,8,3,Afternoon,219,NA,NA,219,22756,4,4.0,1,3.0,0.0,5.0,10,259.0,0,7082,1,0,1,0,1,0,,0,0,,,,0.0,0.0,,-1.0,0.0,7.0,,,,0.0,0.0,7.0,,,,,,,-1.0,0.0,7.0,0,
68,8,3,Afternoon,219,NA,NA,219,27669,3,3.5,1,3.0,0.0,4.5,16,85.0,0,7082,1,0,1,0,1,0,,0,0,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,1,96.41
69,8,3,Afternoon,219,NA,NA,219,30630,3,4.0,1,0.0,NA,5.0,20,109.0,0,7082,1,0,1,0,1,0,,0,0,,,,1.0,0.0,4.0,-1.0,0.0,9.0,,,,,,,,,,,,,0.0,0.0,,0,
70,8,3,Afternoon,219,NA,NA,219,32491,3,4.5,1,2.5,0.0,5.0,6,199.0,0,7082,1,0,1,0,1,0,,0,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,0,
71,8,3,Afternoon,219,NA,NA,219,33805,3,3.5,1,3.0,0.0,5.0,13,119.0,1,7082,1,0,1,0,1,0,,0,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
72,8,3,Afternoon,219,NA,NA,219,35397,3,4.5,1,1.5,0.0,5.0,12,119.0,1,7082,1,0,1,0,1,0,,0,0,,,,0.0,0.0,,1.0,0.0,25.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
73,8,3,Afternoon,219,NA,NA,219,39137,2,3.5,1,1.5,0.0,4.5,14,80.0,0,7082,1,0,1,0,1,0,,0,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
74,8,3,Afternoon,219,NA,NA,219,41497,3,4.5,1,2.0,0.0,5.0,1,189.0,0,7082,1,0,1,0,1,0,,0,0,,,,0.0,0.0,,1.0,0.0,5.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
75,8,3,Afternoon,219,NA,NA,219,54403,2,3.5,1,0.0,NA,4.5,22,66.0,0,7082,1,0,1,0,1,0,,0,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
76,8,3,Afternoon,219,NA,NA,219,58176,0,0.0,0,2.0,NA,4.5,25,150.0,0,7082,1,0,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,
77,8,3,Afternoon,219,NA,NA,219,63511,3,4.5,1,1.5,NA,5.5,21,209.0,0,7082,1,0,1,0,1,0,,0,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,1.0,,0,
78,8,3,Afternoon,219,NA,NA,219,66444,4,4.5,1,1.5,NA,5.5,18,239.0,0,7082,1,0,1,0,1,0,,0,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,0,
79,8,3,Afternoon,219,NA,NA,219,67150,4,4.5,1,3.0,0.0,5.5,4,259.0,0,7082,1,0,1,0,1,0,,0,0,,,,0.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,0,
80,8,3,Afternoon,219,NA,NA,219,73738,3,4.5,1,1.5,0.0,5.0,3,189.0,0,7082,1,0,1,0,1,0,,0,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
81,8,3,Afternoon,219,NA,NA,219,83293,3,4.5,1,3.0,0.0,5.0,2,239.0,0,7082,1,0,1,0,1,0,,0,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,0,
82,8,3,Afternoon,219,NA,NA,219,90151,5,4.5,0,2.5,0.0,5.5,7,259.0,0,7082,1,0,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,
83,8,3,Afternoon,219,NA,NA,219,119302,3,3.5,1,2.0,NA,5.0,24,93.0,0,7082,1,0,1,0,1,0,,0,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,1.0,,0,
84,8,3,Afternoon,219,NA,NA,219,125655,3,4.0,1,3.0,0.0,5.0,9,149.0,0,7082,1,0,1,0,1,0,,0,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
85,8,3,Afternoon,219,NA,NA,219,134607,3,4.5,1,2.0,0.0,5.0,8,189.0,0,7082,1,0,1,0,1,0,,0,0,,,,-1.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,5.0,,,,,,,0.0,0.0,,0,
86,11,2,Morning,219,NA,NA,219,6492,2,4.0,1,2.5,NA,4.0,36,47.0,0,12610,1,6,2,0,1,1,,3,1,,,,1.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,12.0,0,
87,11,2,Morning,219,NA,NA,219,8946,3,4.5,1,2.0,NA,5.0,19,84.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,1.0,,0.0,0.0,,,,,1.0,0.0,20.0,,,,,,,0.0,0.0,,0,
88,11,2,Morning,219,NA,NA,219,9952,2,3.0,1,1.5,NA,4.0,14,50.0,0,12610,1,6,2,0,1,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
89,11,2,Morning,219,NA,NA,219,19470,2,3.5,1,1.5,NA,4.5,9,60.0,0,12610,1,6,2,0,1,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
90,11,2,Morning,219,NA,NA,219,20499,2,3.5,1,2.0,NA,4.0,31,45.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,
91,11,2,Morning,219,NA,NA,219,24526,3,4.0,1,0.5,0.0,5.0,2,119.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
92,11,2,Morning,219,NA,NA,219,26421,3,5.0,1,2.0,NA,5.0,25,89.0,0,12610,1,6,2,0,1,1,,3,1,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
93,11,2,Morning,219,NA,NA,219,27675,3,4.5,1,1.0,0.0,4.5,7,85.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,
94,11,2,Morning,219,NA,NA,219,28364,3,4.5,1,1.5,0.0,4.5,3,79.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
95,11,2,Morning,219,NA,NA,219,33980,3,5.0,1,1.0,NA,5.0,13,98.0,0,12610,1,6,2,0,1,1,,3,1,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
96,11,2,Morning,219,NA,NA,219,35021,3,4.0,1,2.0,NA,5.0,26,153.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,
97,11,2,Morning,219,NA,NA,219,38443,3,4.0,1,2.5,NA,4.5,18,60.0,0,12610,1,6,2,0,1,1,,3,1,,,,-1.0,0.0,10.0,-1.0,1.0,10.0,,,,,,,,,,,,,-1.0,0.0,10.0,0,
98,11,2,Morning,219,NA,NA,219,47116,3,4.5,1,2.0,NA,5.0,22,84.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,11.0,0.0,0.0,11.0,,,,,,,,,,,,,0.0,0.0,11.0,0,
99,11,2,Morning,219,NA,NA,219,59898,3,0.0,1,2.0,NA,5.0,32,76.0,0,12610,1,6,2,0,1,1,,3,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,
100,11,2,Morning,219,NA,NA,219,63095,2,3.5,1,1.5,NA,5.0,33,65.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
101,11,2,Morning,219,NA,NA,219,69993,2,2.5,1,2.0,NA,4.0,27,34.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,-1.0,,0.0,-1.0,,,,,1.0,-1.0,17.0,,,,,,,0.0,-1.0,,0,
102,11,2,Morning,219,NA,NA,219,73511,3,5.0,1,0.0,NA,5.0,29,75.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
103,11,2,Morning,219,NA,NA,219,74499,3,4.5,1,0.5,0.0,4.5,8,74.0,0,12610,1,6,2,0,1,1,,3,1,,,,,,,1.0,0.0,20.0,,,,1.0,0.0,20.0,,,,,,,1.0,0.0,20.0,0,
104,11,2,Morning,219,NA,NA,219,75743,3,4.5,1,0.0,NA,5.0,24,93.0,0,12610,1,6,2,0,1,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
105,11,2,Morning,219,NA,NA,219,78768,3,5.0,1,2.0,NA,5.0,12,93.0,0,12610,1,6,2,0,1,1,,3,1,,,,,,,-1.0,0.0,9.0,,,,-1.0,0.0,9.0,,,,,,,-1.0,0.0,9.0,0,
106,11,2,Morning,219,NA,NA,219,80764,2,3.5,1,2.0,NA,4.0,21,60.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,-1.0,0.0,10.0,0,
107,11,2,Morning,219,NA,NA,219,83769,4,4.5,1,2.0,NA,5.0,37,123.0,0,12610,1,6,2,0,1,1,,3,1,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,-1.0,0.0,7.0,0,
108,11,2,Morning,219,NA,NA,219,85264,2,3.0,1,2.0,NA,4.5,30,70.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,
109,11,2,Morning,219,NA,NA,219,86294,2,3.0,1,2.0,NA,4.0,28,51.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,
110,11,2,Morning,219,NA,NA,219,93949,3,4.0,0,1.5,NA,4.5,35,74.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,,-1.0,0.0,10.0,0,
111,11,2,Morning,219,NA,NA,219,95615,3,4.5,0,1.5,0.0,4.5,6,80.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
112,11,2,Morning,219,NA,NA,219,100969,4,4.5,0,1.5,NA,5.0,16,89.0,1,12610,1,6,2,0,1,1,,3,1,,,,1.0,0.0,25.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,25.0,0,
113,11,2,Morning,219,NA,NA,219,102705,3,5.0,1,1.5,0.0,5.0,4,87.0,0,12610,1,6,2,0,1,1,,3,1,,,,,1.0,,0.0,0.0,,,,,1.0,0.0,9.0,,,,,,,0.0,0.0,,0,
114,11,2,Morning,219,NA,NA,219,114096,3,4.0,1,1.5,NA,5.0,34,62.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,107.0,,,,,,,0.0,0.0,,0,
115,11,2,Morning,219,NA,NA,219,122888,3,4.5,1,1.0,0.5,5.0,1,71.0,0,12610,1,6,2,0,1,1,,3,1,,,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,
